Employment date (UNCLASS);Time begin (Z) (UNCLASS);Time end (Z) (UNCLASS);Position MGRS (UNCLASS);Position LAT (UNCLASS);Position LONG (UNCLASS);Mission (UNCLASS);Town (UNCLASS);Province (UNCLASS);Country (UNCLASS);Weather (UNCLASS);Terrain (UNCLASS);Possible CDE issue (UNDCLASS);Comment (UNCLASS)
28-jan-18;11:21;;37SFU 610 477;34,758757;40,75910652;CAS;Approximately 10 NM North of Abu Kamal;;Syria;clear weather;rural area;ND;
28-jan-18;13:58;;37SFU 685 373;34,66380843;40,83893936;CAS;Approximately 10 NM North of Abu Kamal;;Syria;clear weather;rural area;ND;
29-jan-18;11:38;;37SFU 607 479;34,76060701;40,75586823;CAS;Approximately 10NM north of Abu Kamal;;Syria;clear weather;suburban area;ND;
29-jan-18;11:38;;37SFU 607 479;34,76060701;40,75586823;CAS;Approximately 10NM north of Abu Kamal;;Syria;clear weather;suburban area;ND;
29-jan-18;13:19;;37SFU 750 362;34,65280377;40,90961597;CAS;Approximately 10NM north of Abu Kamal;;Syria;clear weather;suburban area;ND;
29-jan-18;14:52;;37SFU 748 375;34,66455474;40,90770319;CAS;Approximately 10NM north of Abu Kamal;;Syria;clear weather;suburban area;ND;
29-jan-18;15:13;;37SFU 750 377;34,66632315;40,90992623;CAS;Approximately 10NM north of Abu Kamal;;Syria;clear weather;suburban area;ND;
30-jan-18;14:42;;37SFU 609 478;34,75967413;40,75803348;CAS;Approximately 20 NM NW of ABU KAMAL;DAYR AR ZAWR ;Syria;clear weather;suburban area;ND;
30-jan-18;14:21;;37SFU 606 479;34,76062276;40,75477604;CAS;Approximately 20 NM NW of ABU KAMAL;DAYR AR ZAWR ;Syria;clear weather;suburban area;ND;
30-jan-18;08:55;;37SFU 778 266;34,56579824;40,93814205;CAS;Approximately 10 NM southeast of Hajin;Dayr az Zawr ;Syria;clear weather;rural area;ND;
30-jan-18;09:54;;37SFU 778 266;34,56579824;40,93814205;CAS;Approximately 10 NM southeast of Hajin;Dayr az Zawr ;Syria;clear weather;rural area;ND;
30-jan-18;08:47;;37SFU 778 266;34,56579824;40,93814205;CAS;Approximately 10 NM southeast of Hajin;Dayr az Zawr ;Syria;clear weather;rural area;ND;
30-jan-18;09:24;;37SFU 778 266;34,56579824;40,93814205;CAS;Approximately 10 NM southeast of Hajin;Dayr az Zawr ;Syria;clear weather;rural area;ND;
1-feb-18;12:22;;37SFU 791 270;34,5691776;40,95239;CAS;Approximately 13 NM northeast of Abu-Kamal;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
1-feb-18;12:22;;37SFU 791 270;34,5691776;40,95239;CAS;Approximately 13 NM northeast of Abu-Kamal;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
1-feb-18;12:22;;37SFU 790 270;34,56919502;40,95130044;CAS;Approximately 13 NM northeast of Abu-Kamal;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
1-feb-18;12:28;;37SFU 791 270;34,5691776;40,95239;CAS;Approximately 13 NM northeast of Abu-Kamal;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
2-feb-18;11:49;;37SFU 630 475;34,75663671;40,78091077;CAS;Approximately 19 NM north-north-west of Abu-Kamal;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
2-feb-18;11:54;;37SFU 630 475;34,75663671;40,78091077;CAS;Approximately 19 NM north-north-west of Abu-Kamal;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
2-feb-18;14:05;;37SFU 654 449;34,7328158;40,80661088;CAS;Approximately 4NM NW of Hajin;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
6-feb-18;11:59;;37SFU 724 382;34,67127086;40,88166575;CAS;Approximately 3NM Southeast of Hajin;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
6-feb-18;12:05;;37SFU 724 382;34,67127086;40,88166575;CAS;Approximately 3NM Southeast of Hajin;Dair-ar-Zawr ;Syria;Clear weather;rural area;ND;
7-feb-18;08:21;;37SFU 612 481;34,76233082;40,76136743;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Clear weather;rural area;ND;
7-feb-18;08:21;;37SFU 612 481;34,76233082;40,76136743;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Clear weather;rural area;ND;
7-feb-18;08:03;;37SFU 614 481;34,76229919;40,76355183;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Clear weather;rural area;ND;
9-feb-18;12:39;;37SFU 613 477;34,75870961;40,76238299;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Overcast weather;rural area;ND;
9-feb-18;12:39;;37SFU 613 477;34,75870961;40,76238299;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Overcast weather;rural area;ND;
9-feb-18;15:03;;37SFU 613 476;34,75780825;40,76236383;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Overcast weather;rural area;ND;
9-feb-18;15:11;;37SFU 614 469;34,75148297;40,76332181;CAS;Approximately 15 NM North of Abu Kamal;;Syria;Overcast weather;rural area;ND;
19-feb-18;13:38;;37SFU 643 449;34,73299338;40,79460117;CAS;Approximately 3,1NM NW of Hajin;;Syria;Clear weather;rural area;ND;
19-feb-18;13:38;;37SFU 643 449;34,73299338;40,79460117;CAS;Approximately 3,1NM NW of Hajin;;Syria;Clear weather;rural area;ND;
19-feb-18;13:38;;37SFU 643 449;34,73299338;40,79460117;CAS;Approximately 3,1NM NW of Hajin;;Syria;Clear weather;rural area;ND;
26-feb-18;11:11;;37SFU 752 415;34,70053786;40,91289574;CAS;4.1NM east of Hajin;Dayr Az Zawr;Syria;Undercast (no ground visibility;desert area;ND;
26-feb-18;10:20;;37SFU 839 339;34,63051585;41,00618273;CAS;Approximately 9.4 NM southeast of Hajin;Dayr Az Zawr;Syria;Undercast (no ground visibility;desert area;ND;
26-feb-18;10:20;;37SFU 839 340;34,6314171;41,00620444;CAS;Approximately 9.4 NM southeast of Hajin;Dayr Az Zawr;Syria;Undercast (no ground visibility;desert area;ND;
9-Mar-18;05:56;;37SFU 672 437;34,72170675;40,82602496;CAS;Approximately 1.5NM N of Hajin;Dayr Az Zawr;Syria;Clear weather;rural area;ND;
13-Mar-18;09:46;;38SLE 859 511;35,6972257;43,73885337;CAS;Approximately 9 NM SE of Makhmur;Erbil ;Iraq;Clear weather;mountainous area;ND;
13-Mar-18;09:46;;38SLE 859 511;35,6972257;43,73885337;CAS;Approximately 9 NM SE of Makhmur;Erbil ;Iraq;Clear weather;mountainous area;ND;
22-Mar-18;05:02;;37SFV 991 800;35,94409755;41,20736148;AI;;Al Hasakha ;Syria;Clear weather;rural area;ND;
22-Mar-18;05:02;;37SFV 991 800;35,94409755;41,20736148;AI;;Al Hasakha ;Syria;Clear weather;rural area;ND;
22-Mar-18;05:02;;37SFV 991 800;35,94409755;41,20736148;AI;;Al Hasakha ;Syria;Clear weather;rural area;ND;
22-Mar-18;05:02;;37SFV 991 800;35,94409755;41,20736148;AI;;Al Hasakha ;Syria;Clear weather;rural area;ND;
23-apr-18;04:15;;37SFU 668 428;34,71366018;40,82148049;CAS;2.6 NM North Hajin;Dayr Az Zawr ;Syria;Clear weather;suburban area;ND;
8-May-18;17:24;;37SFV 950 910;36,04402931;41,16464282;AI;In Ad Dashishah village, 34 NM South East of Al Hasakah city;Hasaka ;Syria;Sky Clear ;rural area;ND;
11-May-18;18:00;;37SFU 674 422;34,7081541;40,82791062;CAS;Approximately 4.5km North of Hajin;Dayr Az Zawr ;Syria;Clear weather;outskirts of village (rural area);ND;
14-May-18;02:10;;37SFU 789 155;34,46556381;40,94779622;AI;Approximately 2.5km East of Abu Kamal;Dayr Az Zawr ;Syria;Sky Clear ;urban area;ND;
24-May-18;06:00;;37SFU 666 381;34,6713301;40,81837043;AI;Approximately 1.8KM SW of Hajin;Dayr Az Zawr ;Syria;Sky Clear ;rural area;ND;
24-May-18;06:08;;37SFU 666 381;34,6713301;40,81837043;AI;Approximately 1.8KM SW of Hajin;Dayr Az Zawr ;Syria;Sky Clear ;rural area;ND;
27-May-18;00:06;;37SFU 800 164;34,47348406;40,95995614;AI;Abu Kamal;Deir Az Zawr Province ;Syria;Clear weather;urban area;ND;
1-jun-18;19:29;;37SFV 951 908;36,04220739;41,16570281;AI;Dashishah;Al Hasakah ;Syria;Clear weather;rural area;ND;
1-jun-18;21:34;;37SFU 677 386;34,67565711;40,83047025;AI;1.2 km South of Hajin;Deir Az Zawr province;Syria;Clear weather;sub-urban area;ND;
3-jun-18;14:13;;37SFV 814 897;36,0349462;41,01346152;CAS;;Al Hasakah province, 13.8nm E of Adlah;Syria;Clear weather;rural area;ND;
3-jun-18;14:13;;37SFV 814 897;36,0349462;41,01346152;CAS;;Al Hasakah province, 13.8nm E of Adlah;Syria;Clear weather;rural area;ND;
3-jun-18;14:13;;37SFV 814 897;36,0349462;41,01346152;CAS;;Al Hasakah province, 13.8nm E of Adlah;Syria;Clear weather;rural area;ND;
3-jun-18;14:13;;37SFV 814 897;36,0349462;41,01346152;CAS;;Al Hasakah province, 13.8nm E of Adlah;Syria;Clear weather;rural area;ND;
3-jun-18;14:13;;37SFV 814 897;36,0349462;41,01346152;CAS;;Al Hasakah province, 13.8nm E of Adlah;Syria;Clear weather;rural area;ND;
3-jun-18;14:13;;37SFV 814 897;36,0349462;41,01346152;CAS;;Al Hasakah province, 13.8nm E of Adlah;Syria;Clear weather;rural area;ND;
4-jun-18;10:39;;37SFU 795 148;34,45915047;40,95417838;CAS;Approximately 2.8 km east of Abu Kamal;Dayr Az Zawr;Syria;Clear weather;urban area;ND;
26-jun-18;01:05;;37SFU 668 422;34,7082522;40,8213619;AI;Approximately 1 NM north of Hajin;Dayr Az Zawr ;Syria;Clear weather;urban area;ND;
8-jul-18;09:56;;38SKF 979 401;36,48490195;42,74390317;CAS;approximately 20 NM westnorthwest of Mosul;Ninawah ;Iraq;Clear weather;rural area;ND;
8-jul-18;09:56;;38SKF 979 401;36,48490195;42,74390317;CAS;approximately 20 NM westnorthwest of Mosul;Ninawah ;Iraq;Clear weather;rural area;ND;
10-aug-18;22:05;;37SFU 713 387;34,67596212;40,86976673;AI;approximately 2 NM southeast of Hajin;Dayr Az Zawr ;Syria;Clear weather;;ND;
10-aug-18;22:19;;37SFU 713 387;34,67596212;40,86976673;AI;approximately 2 NM southeast of Hajin;Dayr Az Zawr ;Syria;Clear weather;;ND;
14-aug-18;02:04;;37SFU 802 174;34,48246203;40,96234382;AI;approximately 10 NM southeast of Hajin;Dayr Az Zawr ;Syria;Clear weather;urban area;ND;
14-aug-18;02:04;;37SFU 803 174;34,48244455;40,96343224;AI;approximately 10 NM southeast of Hajin;Dayr Az Zawr ;Syria;Clear weather;urban area;ND;
14-aug-18;02:04;;37SFU 803 175;34,48334584;40,96345337;AI;approximately 10 NM southeast of Hajin;Dayr Az Zawr ;Syria;Clear weather;urban area;ND;
30-aug-18;14:26;;37SFT 810 186;33,59178134;40,95055214;CAS;Approximately 50 NM south of MERV;ANBAR ;Iraq;Clear weather;rural area;ND;
8-sep-18;09:49;;37SFU 679 413;34,69996016;40,83318886;CAS;3.4K South of PB Hajin;Deir ez-zor ;Syria;Clear weather;rural area;ND;
8-sep-18;09:49;;37SFU 679 413;34,69996016;40,83318886;CAS;3.4K South of PB Hajin;Deir ez-zor ;Syria;Clear weather;rural area;ND;
14-sep-18;17:25;;37SFU 782 152;34,46298108;40,94011617;CAS;Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
14-sep-18;17:46;;37SFU 781 151;34,46209705;40,93900714;CAS;Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
14-sep-18;17:46;;37SFU 781 151;34,46209705;40,93900714;CAS;Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
14-sep-18;17:25;;37SFU 782 152;34,46298108;40,94011617;CAS;Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
14-sep-18;17:46;;37SFU 781 151;34,46209705;40,93900714;CAS;Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
16-sep-18;12:20;;37SFU 798 176;34,48433447;40,95803228;CAS;proximately 2,5 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
16-sep-18;12:20;;37SFU 798 176;34,48433447;40,95803228;CAS;proximately 2,5 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
16-sep-18;11:55;;37SFU 798 176;34,48433447;40,95803228;CAS;proximately 2,5 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
16-sep-18;11:55;;37SFU 798 176;34,48433447;40,95803228;CAS;proximately 2,5 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;11:31;;37SFU 788 188;34,49532402;40,94739927;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;11:31;;37SFU 788 188;34,49532402;40,94739927;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;12:57;;37SFU 794 160;34,46998344;40,95334227;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;12:57;;37SFU 794 160;34,46998344;40,95334227;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;12:57;;37SFU 794 160;34,46998344;40,95334227;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;12:57;;37SFU 794 160;34,46998344;40,95334227;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;12:57;;37SFU 794 160;34,46998344;40,95334227;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;12:57;;37SFU 794 160;34,46998344;40,95334227;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;09:48;;37SFU 791 159;34,4691343;40,95005651;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
19-sep-18;10:40;;37SFU 787 195;34,50165044;40,94645736;CAS;Approximately 3NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
20-sep-18;10:45;;37SFU 777 177;34,4856;40,93519556;CAS;pproximately 2 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
20-sep-18;10:45;;37SFU 777 177;34,4856;40,93519556;CAS;pproximately 2 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
23-sep-18;09:57;;37SFU 799 167;34,47620539;40,95893104;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
23-sep-18;11:57;;37SFU 794 174;34,48260159;40,95363645;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
28-sep-18;11:24;;37SFU 760 191;34,49851012;40,91698018;CAS;approximately 3,5NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
28-sep-18;11:24;;37SFU 760 191;34,49851012;40,91698018;CAS;approximately 3,5NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
28-sep-18;10:02;;37SFU 786 203;34,50887816;40,94553627;CAS;approximately 3,5NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;non-urbanized area ;ND;
28-sep-18;10:18;;37SFU 786 203;34,50887816;40,94553627;CAS;approximately 3,5NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;non-urbanized area ;ND;
29-sep-18;11:32;;37SFU 786 188;34,49535871;40,94522208;CAS;approximately 2,5NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
29-sep-18;11:32;;37SFU 786 187;34,49445741;40,94520114;CAS;approximately 2,5NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
2-Oct-18;09:46;;37SFU 812 229;34,53185715;40,97439703;CAS;Approximately 5.4 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
2-Oct-18;09:46;;37SFU 812 229;34,53185715;40,97439703;CAS;Approximately 5.4 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Clear weather;rural area;ND;
2-Oct-18;14:30;;37SFU 794 195;34,50152876;40,95407807;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Scattered clouds FL180;urbanized area;ND;
2-Oct-18;14:40;;37SFU 793 197;34,50334875;40,95303146;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Scattered clouds FL180;urbanized area;ND;
2-Oct-18;14:57;;37SFU 795 194;34,50061004;40,95514569;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Scattered clouds FL180;urbanized area;ND;
2-Oct-18;14:57;;37SFU 795 194;34,50061004;40,95514569;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Scattered clouds FL180;urbanized area;ND;
2-Oct-18;12:33;;37SFU 775 181;34,48923969;40,93310182;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Scattered clouds FL180;urbanized area;ND;
2-Oct-18;12:33;;37SFU 775 181;34,48923969;40,93310182;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Scattered clouds FL180;urbanized area;ND;
4-Oct-18;10:15;;37SFU 793 211;34,51596683;40,95332596;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
4-Oct-18;10:35;;37SFU 789 201;34,50702349;40,94876061;CAS;Approximately 2NM NE of Abu Kamal;Deir az Zawr ;Syria;Clear weather;urbanized area;ND;
7-Oct-18;12:33;;37SFU 665 441;34,7254264;40,8184625;CAS;Approximately 17 NM north-northwest of Abu Kamal;Deir az Zawr ;Syria;Clear weather;Lightly urbanized;ND;
7-Oct-18;12:33;;37SFU 665 441;34,7254264;40,8184625;CAS;Approximately 17 NM north-northwest of Abu Kamal;Deir az Zawr ;Syria;Clear weather;Lightly urbanized;ND;
7-Oct-18;12:33;;37SFU 665 440;34,72452507;40,81844276;CAS;Approximately 17 NM north-northwest of Abu Kamal;Deir az Zawr ;Syria;Clear weather;Lightly urbanized;ND;
7-Oct-18;12:44;;37SFU 665 440;34,72452507;40,81844276;CAS;Approximately 17 NM north-northwest of Abu Kamal;Deir az Zawr ;Syria;Clear weather;Lightly urbanized;ND;
10-Oct-18;11:56;;37SFU 682 451;34,73416106;40,83722048;CAS;Approximately 17 NM  North West of Abu Kamal;Deir az Zawr ;Syria;marginal weather;rural area;ND;
10-Oct-18;11:56;;37SFU 682 451;34,73416106;40,83722048;CAS;Approximately 17 NM  North West of Abu Kamal;Deir az Zawr ;Syria;marginal weather;rural area;ND;
11-Oct-18;10:41;;37SFU 799 198;34,50414541;40,95958471;CAS;Approximately 3 NM North East of Abu Kamal;Deir az Zawr ;Syria;marginal weather;Lightly urbanized area;ND;
11-Oct-18;10:41;;37SFU 799 198;34,50414541;40,95958471;CAS;Approximately 3 NM North East of Abu Kamal;Deir az Zawr ;Syria;marginal weather;Lightly urbanized area;ND;
11-Oct-18;10:11;;37SFU 804 189;34,49594637;40,96483781;CAS;Approximately 3 NM North East of Abu Kamal;Deir az Zawr ;Syria;marginal weather;Lightly urbanized area;ND;
12-Oct-18;10:06;;37SFU 804 207;34,51216951;40,96521868;CAS;Approximately 4.1 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Poor/ Marginal Weather;Lightly urbanized area;ND;
12-Oct-18;10:50;;37SFU 804 206;34,51126823;40,96519751;CAS;Approximately 4.1 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Poor/ Marginal Weather;Lightly urbanized area;ND;
12-Oct-18;10:49;;37SFU 804 207;34,51216951;40,96521868;CAS;Approximately 4.1 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Poor/ Marginal Weather;Lightly urbanized area;ND;
12-Oct-18;11:05;;37SFU 789 200;34,5061222;40,94873962;CAS;Approximately 3.4 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Poor/ Marginal Weather;Lightly urbanized area;ND;
12-Oct-18;11:05;;37SFU 789 200;34,5061222;40,94873962;CAS;Approximately 3.4 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Poor/ Marginal Weather;Lightly urbanized area;ND;
12-Oct-18;11:05;;37SFU 789 201;34,50702349;40,94876061;CAS;Approximately 3.4 NM northeast of Abu Kamal;Deir az Zawr ;Syria;Poor/ Marginal Weather;Lightly urbanized area;ND;
15-Oct-18;13:24;;37SFU 676 420;34,70631867;40,8300538;CAS;Approximately 15 NM northwest of Abu Kamal;Dayr Az Zawr ;Syria;Partly cloudy;urbanized area;ND;
15-Oct-18;13:24;;37SFU 676 420;34,70631867;40,8300538;CAS;Approximately 15 NM northwest of Abu Kamal;Dayr Az Zawr ;Syria;Partly cloudy;urbanized area;ND;
15-Oct-18;13:24;;37SFU 676 420;34,70631867;40,8300538;CAS;Approximately 15 NM northwest of Abu Kamal;Dayr Az Zawr ;Syria;Partly cloudy;urbanized area;ND;
17-Oct-18;11:52;;37SFU 801 202;34,5077156;40,96184662;CAS;Approximately 3.8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Cloudy;rural area;ND;
17-Oct-18;11:11;;37SFU 787 209;34,51426858;40,94675085;CAS;Approximately 3.8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Cloudy;rural area;ND;
17-Oct-18;11:20;;37SFU 787 208;34,51336728;40,94672988;CAS;Approximately 3.8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Cloudy;rural area;ND;
17-Oct-18;11:52;;37SFU 802 201;34,50679682;40,96291422;CAS;Approximately 3.8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Cloudy;rural area;ND;
17-Oct-18;11:57;;37SFU 802 201;34,50679682;40,96291422;CAS;Approximately 3.8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Cloudy;rural area;ND;
21-Oct-18;11:14;;37SFU 805 208;34,51305327;40,96632866;CAS;Approximately 4.4 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Clear weather;rural area;ND;
21-Oct-18;12:45;;37SFU 786 208;34,51338463;40,94564105;CAS;Approximately 4 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Clear weather;lightly urbanized area;ND;
22-Oct-18;13:58;;37SFU 802 232;34,53473663;40,96356997;CAS;Approximately 8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Clear weather;urbanized area;ND;
23-Oct-18;09:36;;37SFU 792 218;34,52229328;40,95238434;CAS;Approximately 4.5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather;urbanized area;ND;
22-Oct-18;13:17;;37SFU 793 292;34,58897088;40,95503348;CAS;Approximately 8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Clear weather;urbanized area;ND;
22-Oct-18;13:58;;37SFU 802 232;34,53473663;40,96356997;CAS;Approximately 8 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Clear weather;urbanized area;ND;
23-Oct-18;12:25;;37SFU 794 218;34,52225843;40,95456222;CAS;Approximately 4 NM northeast of Abu Kamal;;Syria;marginal weather;urbanized area;ND;
23-Oct-18;11:08;;37SFU 792 217;34,52139199;40,9523633;CAS;Approximately 4.5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;marginal weather;urbanized area;ND;
23-Oct-18;12:33;;37SFU 794 217;34,52135715;40,95454116;CAS;Approximately 4 NM northeast of Abu Kamal;;Syria;marginal weather;urbanized area;ND;
23-Oct-18;14:23;;37SFU 801 229;34,5320503;40,96241741;CAS;Approximately 4 NM northeast of Abu Kamal;;Syria;marginal weather;urbanized area;ND;
23-Oct-18;10:21;;37SFU 792 217;34,52139199;40,9523633;CAS;Approximately 4.5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;marginal weather;urbanized area;ND;
23-Oct-18;12:56;;37SFU 794 217;34,52135715;40,95454116;CAS;Approximately 4 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;marginal weather;urbanized area;ND;
23-Oct-18;14:14;;37SFU 802 229;34,53203279;40,96350647;CAS;Approximately 4 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;marginal weather;urbanized area;ND;
23-Oct-18;14:14;;37SFU 802 229;34,53203279;40,96350647;CAS;Approximately 4 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;marginal weather;urbanized area;ND;
24-Oct-18;13:38;;37SFU 799 226;34,52938144;40,9601759;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL120;urbanized area;ND;
24-Oct-18;13:46;;37SFU 799 226;34,52938144;40,9601759;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL121;urbanized area;ND;
24-Oct-18;14:18;;37SFU 802 227;34,53023022;40,96346414;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL122;urbanized area;ND;
24-Oct-18;12:42;;37SFU 793 220;34,52407844;40,95351538;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL123;urbanized area;ND;
24-Oct-18;13:27;;37SFU 793 220;34,52407844;40,95351538;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL124;urbanized area;ND;
24-Oct-18;13:55;;37SFU 801 228;34,53114902;40,96239625;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL125;urbanized area;ND;
24-Oct-18;13:55;;37SFU 801 228;34,53114902;40,96239625;CAS;Approximately 5 NM northeast of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather, dust storms, clouds from FL126;urbanized area;ND;
25-Oct-18;04:26;;38SKF 799 235;36,33141796;42,54783031;CAS;Approximately 3.6 NM southeast of Tall �Afar;Nineveh;Iraq;Cloudy weather;rural area;ND;
25-Oct-18;10:53;;37SFU 796 222;34,5258287;40,95682445;CAS;Approximately 5 NM North of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather;urbanized area;ND;
25-Oct-18;04:34;;38SKF 800 235;36,33144081;42,5489435;CAS;Approximately 3.6 NM southeast of Tall �Afar;Nineveh;Iraq;Cloudy weather;rural area;ND;
25-Oct-18;10:16;;37SFU 789 241;34,54307514;40,94960081;CAS;Approximately 5 NM North of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather;urbanized area;ND;
25-Oct-18;04:05;;38SKF 771 258;36,35148998;42,51600316;CAS;Approximately 3.6 NM southeast of Tall �Afar;Nineveh;Iraq;Cloudy weather;rural area;ND;
25-Oct-18;04:13;;38SKF 771 258;36,35148998;42,51600316;CAS;Approximately 3.6 NM southeast of Tall �Afar;Nineveh;Iraq;Cloudy weather;rural area;ND;
25-Oct-18;04:17;;38SKF 771 258;36,35148998;42,51600316;CAS;Approximately 3.6 NM southeast of Tall �Afar;Nineveh;Iraq;Cloudy weather;rural area;ND;
25-Oct-18;11:42;;37SFU 807 234;34,53645149;40,96905789;CAS;Approximately 5 NM North of Abu Kamal;Dayr Az Zawr ;Syria;Marginal weather;urbanized area;ND;
